카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명,가격원
청소기,다이슨 청소기,다이슨 V8 플러피 무선 청소기 (풀패키지),거래중,"78,000원",잠실동,2026-08-26,0,8,438,44℃,KK,생활가전,,"청소기를 선물받아 판매합니다.

다이슨 V8 플러피 무선청소기입니다. 풀패키지로 다양한 헤드로 청소하기가 편합니다.

배터리 교체시기가 된거같습니다 현재 10분정도 유지되고 max는 3분 내외네요.
주황색 연결대는 교체해서 사용하셔야 합니다. (청소할때 조금 덜렁거려요) 
대신 저렴하게 올리니 필요하신 분 연락주세요.",78000
청소기,다이슨 청소기,다이슨SV18 디지털 슬림 무선청소기,거래중,"200,000원",잠실동,2026-08-26,0,17,,,,,,,200000
청소기,다이슨 청소기,다이슨 DC22 올플로어 청소기,거래중,"70,000원",잠실동,2026-08-16,0,16,602,49.6℃,극지,생활가전,,"다이슨 DC22 올플로어 청소기입니다
사진에서 보이는 구성품 그대로 드려요
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
바닥 종류에 상관없이 사용하기 좋은 청소기랍니다
세척건조완료 했습니다
바로사용가능 합니다 ",70000
청소기,다이슨 청소기,다이슨 토탈클린 플러스 무선청소기 헤드,거래중,"35,000원",거여동,2026-08-29,0,0,331,51.2℃,당당근근,생활가전,,"다이슨  토탈클린 플러스 무선청소기입니다
사진에서 보시는 것처럼 본체와 흡입구 포함 구성입니다
강력한 흡입력으로 집안 곳곳 먼지 없이 깨끗하게 청소할 수 있어요
바닥뿐만 아니라 좁은 틈새까지 깔끔하게 관리해보세요",35000
청소기,다이슨 청소기,다이슨 V10 싸이클론 레드 무선청소기 + 거치대,거래중,"150,000원",잠실동,2026-08-24,4,20,676,47.5℃,꼬부기2020,생활가전,,,150000
청소기,다이슨 청소기,다이슨 카펫 브러시.새상품,거래중,"30,000원",거여동,2026-08-24,1,4,54,99℃,자이언트,생활가전,,"다이슨 청소기 헤드 부품
V7.8.10.11~모두 호환
정품새상품입니다 
사진에서 보이는 것처럼 부드러운 롤러와 강력한 브러시가 먼지를 효과적으로 제거해줘요
카펫이나 러그 청소에 특히 좋은 제품이에요
바닥 먼지 제거에 탁월한 성능을 자랑하는 헤드랍니다",30000
청소기,다이슨 청소기,다이슨 V10무선 청소기 본체,거래중,"100,000원",잠실동,2026-08-27,0,23,,,,,,,100000
청소기,다이슨 청소기,다이슨 청소기 정품롤러 브러쉬,거래중,"8,000원",잠실동,2026-08-23,0,5,105,60℃,수평선,생활가전,,"다이슨  삼성.LG
다양한 색상과 디자인으로 준비했어요
사진에서 보이는 그대로 보내드려요
청소 효율을 높여줄 아이템으로 추천드려요
1개당",8000
청소기,다이슨 청소기,다이슨 V10 무선 청소기 거치대포함 밧데리 일반모드 약57분 거치대 약간의 변색 되었네요사진참조 송파,거래중,"150,000원",풍납1동,2026-08-01,3,11,433,85.5℃,leeeeeeee,생활가전,,"다이슨 V10 무선 청소기 거치대와 다양한 구성품을 함께 드려요  거치대 한쪽이약간의 변색이 되었네요  사진참조 하세요 
사진에서 보이는 모든 구성품을 포함하고 있습니다
깔끔한 디자인으로 인테리어 효과도 있어요
청소 효율을 높여줄 다이슨 V10 청소기, 놓치지 마세요",150000
청소기,다이슨 청소기,다이슨v8무선 청소기. 상태최상.배터리.헤드 등등.,거래중,"180,000원",잠실동,2026-08-19,1,15,346,68.1℃,6617,생활가전,,,180000
청소기,다이슨 청소기,다이슨 청소기 헤드,거래중,"18,000원",잠실동,2026-08-31,1,3,,,,,,,18000
청소기,다이슨 청소기,다이슨 g1물걸레청소기,거래중,"260,000원",잠실3동,2026-05-03,1,13,218,50.7℃,꼴로라뚜라,디지털기기,로보락이 있는데 선물받아서 거의 안썼어요.시범으로  두번쓰고 보관만했어요. 다이슨 물걸레청소기 저렴하게 써보고싶으신분 데려가세요. 작동은 잘되는데 밀때는 물이 좀 많이 나오긴하고 당겨닦을때는 한번에 잘닦여요. 밀때 물이나오고 당길때 닦이는구조인지 잘은 모르겠는데 후기찾아보니 물이 좀 나오는 모델같아요. 그래도 청소는 잘되구요. 사용법아시는분들이 데려가세요. 저렴하게 올리고 사진에 모든 부속품 다 그대로 드려요. 그리고 물통이랑은 청소해서 보낼께요.저희집 앞으로 와서 직거래하실분,"로보락이 있는데 선물받아서 거의 안썼어요.시범으로  두번쓰고 보관만했어요. 다이슨 물걸레청소기 저렴하게 써보고싶으신분 데려가세요. 작동은 잘되는데 밀때는 물이 좀 많이 나오긴하고 당겨닦을때는 한번에 잘닦여요. 밀때 물이나오고 당길때 닦이는구조인지 잘은 모르겠는데 후기찾아보니 물이 좀 나오는 모델같아요. 그래도 청소는 잘되구요. 사용법아시는분들이 데려가세요. 저렴하게 올리고 사진에 모든 부속품 다 그대로 드려요. 그리고 물통이랑은 청소해서 보낼께요.저희집 앞으로 와서 직거래하실분
반품은 불가이니 g1사용해보신분이나 꼭 써보고 싶으신분이요.저는 로봇청소기가 있어서 안쓰게 되네요.",260000
청소기,다이슨 청소기,다이슨 청소기 V10 사이클론 새 부품,거래중,"20,000원",잠실동,2026-08-31,0,2,,,,,,,20000
청소기,다이슨 청소기,다이슨 DC52 터빈헤드 유선 청소기,거래중,"100,000원",잠실동,2026-08-31,0,1,,,,,,,100000
청소기,다이슨 청소기,다이슨 청소기 장난감,거래중,"6,000원",잠실동,2026-08-17,0,0,129,44℃,카카,생활가전,,,6000
청소기,다이슨 청소기,다이슨 무선청소기 V7.V8 싸이클론 부품,거래중,"13,000원",잠실동,2026-08-30,3,5,315,99℃,유칼귀염,생활가전,,"다이슨 무선청소기 V7.V8 
싸이클론 부품만판매합니다 
사진에서 보이는 구성품 그대로 드려요
분해세척 해놓았습니다 
바로 사용하시면 됩니다 ",13000
청소기,다이슨 청소기,다이슨 V8 앱솔루트 청소기,예약중,"30,000원",송파2동,2026-05-03,3,6,450,38.2℃,고동이들리니,생활가전,,"사진에 보이는 구성품이 전부입니다.
배터리가 오래가지 않아서 교체하면 좋아요. 
거치대도 드려요.",30000
청소기,다이슨 청소기,다이슨 V10 싸이클론 레드 무선청소기 풀세트,거래중,"180,000원",잠실동,2026-08-15,1,12,261,53.2℃,푸마아시이당그니,생활가전,,,180000
청소기,다이슨 청소기,다이슨 청소기 툴,거래중,"10,000원",잠실동,2026-08-31,0,1,34,68.1℃,지나가눈행인,생활가전,,"다이슨 청소기 툴이에요
사진에서 보이는 구성품 그대로 드려요
다이슨 청소기 사용하시는 분들에게 유용할 거예요

사용감적음",10000
청소기,다이슨 청소기,다이슨 V7 V8 V10 V11 V12 청소기 흡입구 세트,거래중,"15,000원",잠실동,2026-08-09,0,8,255,99℃,마이크다이슨,생활가전,,,15000
청소기,다이슨 청소기,다이슨 청소기 연결 연장 부품 송파,거래중,"5,000원",풍납동,2026-05-03,0,6,198,57.6℃,풍풍이,생활가전,,"미사용 정품입니다
개당 5천원",5000
청소기,다이슨 청소기,"다이슨 청소기 v10, v11 부품 (새상품)",거래중,"30,000원",잠실6동,2026-07-02,4,5,195,40.1℃,뽀로리,생활가전,,"청소기 같은 모델로 사다보니 부품이 남아 새부품 팝니다.

- 헤어 스크류 v10, v11, v15 가능 (3만원)
- 브러시, 틈새청소 툴 (1.5만원)
- 기타부품(매트리스툴, 미니소프트 더스팅 브러시, 스터번 더트 브러시, 업탑어댑터, 익스텐션호스) v8-v15 (개당 1만원, 5종 일괄 3만원)

------‐---------------
- 플러피 헤드 v10, v11가능 (4만원) 판매완료


",30000
청소기,다이슨 청소기,다이슨 V8 무선청소기 본체,거래중,"50,000원",잠실동,2026-08-29,0,8,,,,,,,50000
청소기,다이슨 청소기,다이슨 소프트롤러 헤드,거래중,"19,000원",잠실동,2026-08-19,0,3,,,,,,,19000
청소기,다이슨 청소기,다이슨 청소기용 헤드 대처분,거래중,"30,000원",삼전동,2026-04-03,0,6,211,48.1℃,스마,생활가전,,"1번 : V10용 풀사이즈 모터헤드 (개당 5만원, 2개 보유)
* 사진과는 달리 실제 헤드의 메인 컬러는 보라색이기 때문에 이 점 각별히 유의해주시길 바랍니다. - 이게 어떻게 찍어도 자꾸 파란색으로 나와서;;;

2번 : V7용 풀사이즈 플러피 헤드 (3만원, 1개 보유)
헤드 뒤쪽은 보조 롤러 브러쉬 없이 바퀴로만 되어있으며 앞쪽 부분이 사진과 같이 그리 깨끗하진 않은 상태라 저렴하게 넘깁니다.

3번 : 구형 미니 모터헤드 (개당 2만원, 4개 보유)
요새 나오는 엉킴 방지 브러쉬가 달린 신형 미니 모터헤드가 아닌 구형 미니 모터헤드입니다!

1,2,3번은 커넥터가 전부 같으며 제가 알기로는 V7, V8, V10, V11, V15까지는 확실하게 호환 가능합니다.


4번 : 옛날 모델용 미니 모터헤드 (개당 1만원, 2개 보유)
청소기 커넥터가 요즘 나오는 빨간색이 아니라 ‘회색으로’ 되어있는 옛날 모델에만(DC** 등) 호환됩니다.


삼전초등학교 인근에서 전달 가능하며 상세 주소는 거래 일정이 확정되면 전달 드립니다~",30000
청소기,다이슨 청소기,다이슨 청소기 헤드,거래중,"40,000원",잠실동,2026-08-30,0,2,,,,,,,40000
청소기,다이슨 청소기,다이슨 무선청소기 소프트롤러,예약중,"28,000원",잠실동,2026-08-31,1,4,,,,,,,28000
청소기,다이슨 청소기,다이슨 무선 청소기 v8풀세트,거래중,"130,000원",잠실동,2026-06-02,0,12,,,,,,,130000
청소기,다이슨 청소기,다이슨 청소기 헤드 및 구성품,거래중,"30,000원",잠실동,2026-08-01,0,15,,,,,,,30000
청소기,다이슨 청소기,다이슨청소기 소프트롤러 헤드 v7 v8 v10 v11 호환 제품.,거래중,"45,000원",잠실4동,2023-09-01,8,22,2624,99℃,야옹이,생활가전,직거래 및 택배도 가능합니다.,"다이슨청소기헤드 호환용새제품 판매합니다.
소프트헤드롤러입니다
모델 v7 v8 v10 v11 호환용품입니다
호환품이니 정품 문의사절요~
다이슨 정품은 12만원인거 아시죠?
정품은 아니고 호환품인데 제가 써보니깐 완벽하게 호환되고 더 가볍게 청소되네요.
led조명 과 보조롤러 업그레이드로 수명 더길다네요
미사용시 반품됩니다
직거래 및 택배도 가능합니다.
택배는 3천원 선불입니다",45000
청소기,다이슨 청소기,다이슨 정품 청소기 어댑터,거래중,"11,000원",잠실동,2026-06-02,1,4,,,,,,,11000
청소기,다이슨 청소기,정품 다이슨 청소기 툴 세트 미사용품,거래중,"49,000원",잠실동,2026-08-16,0,2,,,,,,,49000
청소기,다이슨 청소기,다이슨 v6 청소기 봉& 마루바닥용 툴,거래중,"5,000원",잠실동,2026-08-31,0,2,38,43℃,비바,생활가전,,"다이슨 v6 청소기 봉과 마루바닥용 툴이에요
툴은 사용감 있어요
반포역 근처",5000
청소기,다이슨 청소기,다이슨 DC46 알러지파케 유선청소기,거래중,"20,000원",잠실동,2026-08-16,5,16,,,,,,,20000
청소기,다이슨 청소기,다이슨 정품 카펫 롤러 헤드,거래중,"45,000원",잠실동,2026-08-20,1,3,,,,,,,45000
청소기,다이슨 청소기,다이슨 sv09 무선 청소기,거래중,"80,000원",거여동,2026-08-10,0,3,1056,51.9℃,동동이,생활가전,,"다이슨 sv09 무선 청소기입니다.

사진에서  보시는것처럼 손잡이 윗부분 파란색 부분이
고정이 안되어 테이프 붙여놓은것 외에 상태양호하구요.
배터리는 한번 청소할정도는 되는데 많이 쓰시면 배터리 교체 하시면 될것 같아요.

감안해서 내놓습니다.

작동 잘되는데 새 청소기 생겨서 내놓습니다.
필요하신분 연락주세요 ~
",80000
청소기,다이슨 청소기,다이슨 하이토크헤드 233367 v10 v11,거래중,"55,000원",잠실4동,2025-10-05,0,10,390,62.7℃,당근이지요,생활가전,,"다이슨 청소기 하이토크 헤드 판매합니다
모델넘버 233367 
에어와트, 컴플리트 등 모델에적용

여러 가지 모델이 호환되는 걸로 알고 있는데
호환 여부는 저도 정확히 모르겠습니다. 직접 확인 바랍니다

2번쓰고 청소기를 처분해서   양호해요
사진 참고하세요
택배가능합니다 

⛔️이글이있으면 판매가능해요
⛔️하단에거래장소있습니다
⛔️교환 환불 안되시구요
⛔️ 본문 제대로 확인 후 톡주세요

➡️거래는 계좌이체 or 당근페이로
➡️예약 없음 선입금 판매 우선 입니다~

👉 안 팔리는 물건은 제가가격  
       낮추고 있으니 네고 사양합니다
       (네고 연락 답 못 드리니 양해   
        바랍니다
❗️중고제품인만큼 예민하신 분은 피해주시고 편하게  쓰실 분 ❗

👉 거래장소 :
주소>송파구 충민로66가든파이브 
잠실자생한방병원쪽으로 올라오세요
8층사무실 
⛔️평일9시~6시",55000
청소기,다이슨 청소기,다이슨 정품 청소가 헤드 터빈 툴,거래중,"20,000원",잠실동,2026-08-01,0,0,84,42℃,푸른하늘,생활가전,,"다이슨 청소기용 터빈 툴이에요
사진에서 보이는 것처럼 먼지 흡입이 잘 되는 제품이에요
청소기 헤드만 필요하신 분들께 추천드려요",20000
청소기,다이슨 청소기,다이슨무선청소기 정품 소프트롤러헤드 분해세척완료,거래중,"35,000원",잠실동,2026-08-23,1,13,228,97.3℃,송별서,생활가전,,,35000
청소기,다이슨 청소기,다이슨 청소기 카페트 롤러 헤드,거래중,"20,000원",잠실동,2026-08-31,0,2,,,,,,,20000
청소기,다이슨 청소기,(새제품)다이슨 청소기 툴 연장 호스,거래중,"15,000원",가락1동,2023-09-01,2,6,764,43.5℃,곰둘,생활가전,,"새제품입니다

거래 장소 : 삼전동 부근",15000
청소기,다이슨 청소기,다이슨 V8청소기 먼지통 (새제품),거래중,"18,000원",잠실동,2026-08-23,1,11,,,,,,,18000
청소기,다이슨 청소기,다이슨 무선 청소기 장난감,거래중,"15,000원",잠실동,2026-08-31,0,2,,,,,,,15000
청소기,다이슨 청소기,다이슨 V6 앱솔루트 무선청소기,예약중,"50,000원",가락본동,2025-12-04,2,2,341,36.7℃,당근당근당,생활가전,,"다이슨 V6 앱솔루트 무선청소기입니다
- 스탠드형 거치대와 다양한 노즐 함께 드립니다
- 배터리는 한번 교체했습니다(사제)
- 해외직구판이라 돼지코 필요합니다
- 사용감 있습니다",50000
청소기,다이슨 청소기,다이슨 무선청소기 거치대,거래중,"5,000원",잠실동,2026-08-05,2,8,,,,,,,5000
청소기,다이슨 청소기,다이슨청소기 엉킴방지 미니모터헤드툴 V8 V10 V11 V12 V15 호환 미사용품 정리합니다,거래중,"25,000원",잠실동,2026-08-22,0,10,,,,,,,25000
청소기,다이슨 청소기,다이슨 장난감 청소기,거래중,"5,000원",잠실동,2026-08-31,0,0,,,,,,,5000
청소기,다이슨 청소기,다이슨 DC46 유선 청소기,거래중,"60,000원",가락1동,2026-08-01,2,4,91,99℃,보석상자,생활가전,송파역 부근에서 직거래 합니다,"다이슨 DC36 카본파이버 유선 청소기입니다
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
청소 효율을 높여줄 다이슨 청소기를 만나보세요
상태는 사진으로 대신합니다
송파역 부근에서 직거래 합니다
자차이용시 가락1동 주민센터 주차장입니다",60000
청소기,다이슨 청소기,다이슨 DC62 핸디 무선청소기,거래중,"50,000원",잠실동,2026-08-01,1,5,666,67.9℃,심쿵,생활가전,,"다이슨 DC62 핸디형 무선청소기입니다
가볍고 강력한 흡입력으로 집안 곳곳 깨끗하게 청소할 수 있어요
충전기포함이고
청소기특성상 사용감있고
사용상 지장은 없지만
버튼아래쪽 손가락지지대
뿌사졌어요



",50000
청소기,다이슨 청소기,다이슨 청소기 헤드 각각,거래중,"5,000원",잠실동,2026-08-24,3,1,,,,,,,5000
청소기,다이슨 청소기,다이슨 DC62 무선청소기,거래중,"41,000원",잠실동,2026-07-02,1,7,448,68.7℃,worker,생활가전,,"다이슨 DC62 무선청소기입니다
강력한 흡입력으로 집안 곳곳 깨끗하게 청소할 수 있어요
본체와 구성품 사진 확인해주세요
가성비 좋은 무선청소기를 찾으시는 분들께 추천드려요

보이는것이 다 입니다",41000
청소기,다이슨 청소기,다이슨 정품 무선청소기 충전기 v6 v7,예약중,"12,000원",잠실4동,2026-08-29,1,1,66,53.1℃,나타샤,생활가전,잠실사동 주민센터 직거래,"다이슨 무선청소기 정품 충전기예요
모델명: 205728-02
입력: 100-240V ~ 50/60Hz 0.6A

잠실사동 주민센터 직거래",12000
청소기,다이슨 청소기,다이슨 청소기 V11 부품 세트,거래중,"57,000원",잠실동,2026-08-21,3,3,,,,,,,57000
청소기,다이슨 청소기,다이슨 청소기 거치대,거래중,"8,000원",잠실동,2026-08-17,2,5,,,,,,,8000
청소기,다이슨 청소기,다이슨 디지털슬림 무선청소기 본체 세트,거래중,"60,000원",잠실동,2026-08-18,0,30,,,,,,,60000
청소기,다이슨 청소기,다이슨 V8 무선 청소기 풀세트외3셑트,거래중,"180,000원",잠실동,2026-07-02,0,1,,,,,,,180000
청소기,다이슨 청소기,다이슨 SV19 무선청소기 풀구성.제작년도2020년5월 바데리.일반20-25작동가벼위서최고.분해청소와료.바로사용가능,예약중,"120,000원",잠실3동,2026-08-29,1,1,,,,,,,120000
청소기,다이슨 청소기,고장난 다이슨 V8 앱솔루트 무선 청소기 팝니다!,거래중,"60,000원",잠실동,2026-05-03,4,31,2820,42.2℃,캐롯맨,생활가전,,,60000
청소기,다이슨 청소기,허리디스크로 다이슨 물청소기팝니다,예약중,"210,000원",삼전동,2026-02-02,1,2,149,36.5℃,Peace,생활가전,,"허리디스크로 로봇청소기로 교체해서 해당제품팝니다.
24년 9월 구입했으며 자주 쓰지 않았어요.
제가 허리문제로 이동불편하니 직접 오셔서 가져가실 분만 연락주세요.

다이슨 워시 G1 물걸레 무선 청소기입니다
- 바닥에 놓고 충전하는 방식입니다
- 물통이 포함되어 있습니다
- 새 제품롤러 브러쉬 포함
- 구입가.879,9000

",210000
청소기,다이슨 청소기,다이슨 무선 청소기 v8~ 액세서리 툴 세트 새거,거래중,"19,000원",잠실동,2026-08-28,0,6,,,,,,,19000
청소기,다이슨 청소기,"다이슨 청소기 V6 흡입구 세트 15,000원",예약중,"15,000원",잠실2동,2026-07-02,1,2,124,42.2℃,별님,생활가전,,"다이슨 청소기 액세사리 세트예요
사진에 보이는 구성품 모두 포함되어 있어요
15,000원입니다",15000
청소기,다이슨 청소기,다이슨 무선 청소기 v6 2개판매,거래중,"50,000원",잠실동,2026-08-26,2,13,,,,,,,50000
청소기,다이슨 청소기,다이슨 청소기 침구키트,거래중,"18,000원",잠실동,2026-08-01,0,4,194,58.9℃,궁디뽀송,생활가전,,"다이슨 정품 /
V6.7.8.10.11 사용가능",18000
청소기,다이슨 청소기,다이슨 정품 청소기 툴(브러쉬),거래중,"30,000원",잠실동,2026-08-21,1,1,,,,,,,30000
청소기,다이슨 청소기,다이슨 SV49 무선 청소기 서브마린부품용,거래중,"130,000원",잠실동,2026-08-08,0,6,,,,,,,130000
청소기,다이슨 청소기,[최상급] 다이슨 360 vis nav 로봇 청소기 304631-01,예약중,"270,000원",신천동,2026-08-01,0,0,,,,,,,270000
청소기,다이슨 청소기,깨끗하게 세척한 다이슨 무선 청소기 V10 롱버전 풀세트(90분 연속동작,거래중,"175,000원",잠실동,2026-08-31,0,0,15,75℃,벽산,생활가전,,,175000
청소기,다이슨 청소기,다이슨 청소기 충전거치대 및 액세서리 세트,거래중,"26,000원",잠실동,2026-08-08,1,6,261,38.4℃,지엠티,생활가전,,,26000
청소기,다이슨 청소기,다이슨 V12 정품 툴/헤드 미사용 구성 4종 일괄판매,거래중,"59,000원",잠실동,2026-08-26,0,4,200,46.4℃,KMS,생활가전,,,59000
청소기,다이슨 청소기,다이슨 V6 플러피 부품용,거래중,"30,000원",잠실동,2026-08-29,0,3,,,,,,,30000
청소기,다이슨 청소기,다이슨 V6 코드프리 플러스 완드봉과 롤헤드,거래중,"30,000원",잠실동,2026-08-02,0,4,,,,,,,30000
청소기,다이슨 청소기,다이슨 진공 청소기 완드 4개(연결봉) - 개별판매가능,거래중,"24,000원",잠실동,2026-08-22,2,9,,,,,,,24000
청소기,다이슨 청소기,다이슨 청소기 v6 본체,거래중,"20,000원",잠실동,2026-08-16,0,1,68,72.5℃,밀크티,생활가전,,"내부 세척

배터리 방전

헤파필터, 사용 할만 함, 끼익/휘파람 소리 안나게 조치

본체 부착 먼지통은 상위 모델용
-4번 사진 우측
-소프트롤러 사용 가능
-다이렉트 드라이브 헤드( 카페트용 )

하위 모델용
-4번 사진 좌측
-카본파이버모터헤드 등 사용

*봉과 연결 인터페이스 다릅니다.",20000
청소기,다이슨 청소기,다이슨 청소기 툴,거래중,"50,000원",잠실동,2026-08-27,0,0,,,,,,,50000
청소기,다이슨 청소기,장난감 다이슨청소기,거래중,"25,000원",잠실동,2026-08-01,3,8,409,51.2℃,마마미미,생활가전,,,25000
청소기,다이슨 청소기,다이슨 V11 모터 부품 고장,거래중,"10,000원",잠실동,2026-08-31,0,1,,,,,,,10000
청소기,다이슨 청소기,다이슨 충전 거치대 세트,거래중,"15,000원",잠실동,2026-08-31,0,1,12,77.6℃,하루,생활가전,문고리 거래 합니다,"다이슨 무선 청소기 충전 거치대와 정품 충전기 입니다 
청소기 사용하지 않을 때 깔끔하게 보관하고 충전하기 좋아요
다이슨 청소기 사용하시는 분들에게 유용한 아이템이랍니다
문고리 거래 합니다 ",15000
청소기,다이슨 청소기,다이슨v11 퍼플 무선 청소기(부품용) 송파,거래완료,"90,000원",풍납2동,2026-08-31,0,3,61,55.3℃,쏠개미,생활가전,,"
제품 상태 안내
​작동 상태: 현재 고장 증상이 있습니다. (버튼을 누르면 '우웅~ 우웅~' 소리만 나며 정상 작동하지 않음)
​판매 조건: 부품용 / 묻지마 반품 불가(묻따) 조건으로 판매합니다.
​수리해서 사용하실 분이나 부품이 필요하신 분이 가져가시면 좋을 것 같습니다.
중고 거래 특성상 환불은 불가하니 신중한 구매 부탁드립니다.",90000
청소기,다이슨 청소기,[상태최상] 다이슨 V6 무선청소기 풀세트 (대용량 신품 배터리 교체 바로가기 택배가능,거래중,"146,000원",잠실동,2026-07-02,0,4,315,56℃,필립스커피머신관리진심남,,,,146000
청소기,다이슨 청소기,다이슨 V6무선 청소기 본체,거래중,"15,000원",잠실동,2026-08-31,0,2,,,,,,,15000
청소기,다이슨 청소기,다이슨 미니 모터헤드,거래중,"9,000원",잠실동,2026-08-18,0,4,,,,,,,9000
청소기,다이슨 청소기,다이슨 V8 무선 청소기 본체,거래중,"70,000원",잠실동,2026-08-01,0,8,,,,,,,70000
청소기,다이슨 청소기,다이슨 V6 충전 거치대,거래중,"7,000원",잠실동,2026-08-25,0,2,43,99℃,명jung7,생활가전,,"다이슨 V6 모델에 사용 가능한 충전 거치대예요
사진에 보이는 거치대 본품만 포함되어 있어요
깔끔한 디자인으로 어느 공간에나 잘 어울려요
다이슨 청소기 사용하시는 분들께 유용한 아이템이에요",7000
청소기,다이슨 청소기,다이슨무선청소기 v10 메인바디,거래중,"70,000원",잠실동,2026-08-24,0,4,,,,,,,70000
청소기,다이슨 청소기,《미사용품 》다이슨무선청소기 정품 고토크모터헤드,거래중,"45,000원",잠실동,2026-08-22,0,5,136,97.3℃,송별서,생활가전,,,45000
청소기,다이슨 청소기,다이슨 마이크로 파츠 거치대,거래중,"13,000원",잠실동,2026-08-26,1,2,114,44.9℃,drive,생활가전,,"🚨청소기 판매아님!!   청소기 ”악세사리 거치대“🚨


다이슨 파츠 거치할수있는 거치대 판매합니다.

조립도 쉬우며 파츠 거치도 짱짱하고 순간순간 필요시 

바로 빼서 사용할 수 있으며 보기도 깔끔합니다.",13000
청소기,다이슨 청소기,다이슨 무선 청소기 장난감,거래중,"6,000원",잠실동,2026-08-31,1,4,,,,,,,6000
청소기,다이슨 청소기,다이슨 무선청소기 V11 도킹스테이션,거래중,"14,000원",잠실동,2026-08-23,0,3,,,,,,,14000
청소기,다이슨 청소기,다이슨 V8 앱솔루트 연장관,거래중,"10,000원",잠실동,2026-08-31,0,3,,,,,,,10000
청소기,다이슨 청소기,다이슨 V6 먼지통,거래중,"15,000원",잠실동,2026-08-31,0,1,9,77.6℃,하루,생활가전,문고리 거래 합니다,"다이슨 V6무선청소기용 먼지통이에요
깨끗합니다 
깨끗한 청소를 위해 먼지통 관리는 필수예요
문고리 거래 합니다 ",15000
청소기,다이슨 청소기,SATUO T5 다이슨 호환 물걸레헤드/ 물걸레키트,거래중,"46,000원",잠실동,2026-03-04,0,1,,,,,,,46000
청소기,다이슨 청소기,[정품] 다이슨 청소기 미니모터 헤드 판매합니다.,거래중,"19,000원",잠실동,2026-08-22,0,1,,,,,,,19000
청소기,다이슨 청소기,다이슨 360 Vis Nav 로봇청소기 블루 사용감살짝,거래중,"430,000원",잠실동,2026-08-14,0,6,,,,,,,430000
청소기,다이슨 청소기,다이슨 V7-V15 카펫 클리너 헤드 새제붐,거래중,"34,000원",잠실동,2026-08-31,0,0,21,61.6℃,하하,생활가전,,"다이슨 청소기 헤드 드라이브 모터 헤드 V7 V8 V10 V11 V15 카펫 클리너 롤러입니다
사진에서 보이는 그대로의 제품이에요
다이슨 정품으로 호환되는 모델이 다양합니다
카펫 청소에 탁월한 성능을 보여주는 헤드입니다",34000
청소기,다이슨 청소기,다이슨 v7 v8 v10 v11 호환롤러,거래중,"22,000원",잠실동,2026-08-31,0,0,29,40.4℃,춤추는곰돌이,생활가전,,"다이슨 청소기 롤러 브러시 판매합니다.
V7 / V8 / V10 / V11 모델 호환됩니다.

새제품, 미사용입니다.
장착 간편하고 흡입력 잘 나옵니다.",22000
청소기,다이슨 청소기,다이슨 V8 sv10 충전 거치대,거래중,"6,000원",잠실동,2026-08-26,0,6,,,,,,,6000
청소기,다이슨 청소기,[고장/부품용] 다이슨 무선 청소기 V8(SV10),거래중,"50,000원",잠실동,2026-08-31,0,3,,,,,,,50000
청소기,다이슨 청소기,다이슨 v10 거치대,거래중,"8,000원",잠실동,2026-08-31,0,0,,,,,,,8000
청소기,다이슨 청소기,"다이슨 v6~v8 충전기, 거치대",거래중,"16,000원",잠실동,2026-08-31,0,0,13,68.1℃,지나가눈행인,생활가전,,"다이슨 충전기와 거치대입니다
사진에 보이는 구성품 그대로 드려요
다이슨 청소기 사용하시는 분들께 유용한 아이템이에요
깔끔하게 정리하고 싶으신 분들께 추천드려요",16000
청소기,다이슨 청소기,다이슨 v6 침구 브러쉬,거래중,"5,000원",잠실동,2026-08-31,0,1,,,,,,,5000
청소기,다이슨 청소기,"중고ㅡ다이슨 v7, v8 무선청소기 헤드",거래중,"20,000원",잠실동,2026-08-31,0,3,,,,,,,20000
청소기,다이슨 청소기,다이슨 V8 무선청소기 모터 부품용,거래중,"15,000원",잠실동,2026-08-31,1,8,189,55.7℃,지금당근중,,,"다이슨 V8 무선청소기 모터 부품용입니다
정상작동 잘 됩니다!
껍데기 프라스틱 파손 있습니다
사진에 보이는 구성품이 전부입니다
V8 모터 필요하신분 추천합니다",15000
청소기,다이슨 청소기,v10 v11 다이슨 청소기 부품 세트,거래중,"20,000원",잠실동,2026-08-01,0,8,,,,,,,20000
청소기,다이슨 청소기,다이슨 V7 모터헤드 엑스트라 무선청소기,거래중,"50,000원",잠실동,2026-08-28,0,3,43,63.4℃,구름나그네,생활가전,,"다이슨 V7 모터헤드 엑스트라 무선청소기입니다

작동 이상없으며 밧데리 시간은 모릅니다.
봉이 약간 찌그러진곳이 있어요.

구성품은 사진에 보이는 것과 같습니다
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
자주 사용하지 않아 깨끗하게 보관했습니다
청소기 구매를 고민하시는 분들께 추천드려요",50000
청소기,다이슨 청소기,"다이슨 V10 먼지통, 싸이클론",거래중,"13,000원",잠실동,2026-08-31,0,4,,,,,,,13000
