카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명,가격원
청소기,다이슨 청소기,다이슨 V8 무선 청소기 퍼플,거래완료,"10,000원",대림제3동,2026-07-01,21,10,324,36.7℃,왕자,생활가전,화곡역 근처 직거래 가능요,"다이슨 V8 무선 청소기 퍼플 색상이에요
사진에서 보이는 구성품 그대로 드려요
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
자주 사용하지 않아 깨끗하게 사용하실 분께 추천드려요",10000
청소기,다이슨 청소기,다이슨v8 청소기 판매합니다,거래완료,"30,000원",신길제5동,2026-07-01,1,4,191,54.6℃,김빡구찡,생활가전,가양역 근처 문고리 거래합니다.,"구입은 한 3년4년된것같아요
배터리는 정상인데 얼마나 가는지는 모르겠어요
사진의 구성품 다드립니다
거치대는 시원찮은데 필요하신분드리고요
사자암 근처서 가능합니다",30000
청소기,다이슨 청소기,다이슨 무선 청소기 풀세트 양천,거래완료,"20,000원",양평제1동,2026-07-01,9,13,1640,37.8℃,앵두,생활가전,경인초앞 직거래할께요,"다이슨 V8 무선 청소기 판매합니다

거치대와 충전기 함께 드립니다 코드가 110v라 돼지코로 사용하셔야합니다",20000
청소기,다이슨 청소기,다이슨 청소기 부품 세트 양천,거래완료,"5,000원",양평제1동,2026-07-01,0,1,68,69.6℃,행복,생활가전,"서원역, 신림역","다이슨 청소기 부품 세트 판매해요. 사진처럼 몇번 사용하지 않았습니다.
사진에 보이는 구성품 그대로 드려요

다양한 툴로 청소 효율을 높여보세요
청소의 신세계를 경험하게 해줄 아이템이에요

1번은 틈새 청소에 좋습니다. ₩5,000

2번은 본체에 바로 끼워서 간단하게  청소하거나 침구청소에 탁월합니다.
 ₩8,000-판매",5000
청소기,다이슨 청소기,다이슨 청소기 V8,거래완료,"30,000원",신길제5동,2026-07-01,6,2,150,42℃,구동,생활가전,대학21길3,"다이슨 V6 앱솔루트 무선청소기 판매해요
“”“”“”“”악세사리는 없어서 싸게 팝니다
배터리는 최근에 교체해서 짱짱해요",30000
청소기,다이슨 청소기,다이슨 V8 무선 청소기,거래완료,"85,000원",대림제3동,2026-07-01,1,7,263,58.1℃,개구장이,생활가전,문고리 거래 합니다,"다이슨 V8 무선 청소기 충전기 판매합니다
밧데리는 정품배터리 이고 새걸로 교체하고 얼마 사용안했습니다
밧데리상태 최상 입니다
내부 청소 깨끗하게 해놓았습니다
거치대는 없습니다
저는 다른 청소기가 생겨서 판매합니다",85000
청소기,다이슨 청소기,다이슨 V6 무선 청소기,거래완료,"30,000원",신길제1동,2026-07-01,7,9,331,42.6℃,황금,생활가전,문고리 합니다.,"다이슨 V6 무선 청소기 판매해요
본체와 충전기,  포함입니다
사진에서 보이는 구성품 그대로 드려요
깔끔한 디자인으로 인테리어 효과도 있어요
  

환불 불가",30000
청소기,다이슨 청소기,차이슨 무선청소기,거래완료,"50,000원",신길제5동,2026-06-01,1,2,113,40.7℃,미카,생활가전,성대로12길 양녕청년임대주택,"다이슨 V8 플러피 모델 판매합니다.현재 작동은 정상적으로 잘 되지만, 알리/해외 직구로 교체한 호환 배터리라서 가동 시간이 많이 짧습니다. 배터리를 새로 교체해서 쓰시거나 부품용, 서브 청소기로 사용하실 분이 가져가셨으면 좋겠습니다.
거치대도드립니다",50000
청소기,다이슨 청소기,다이슨 V10 양천,거래완료,"30,000원",양평제1동,2026-06-01,7,2,597,56.6℃,매주한명,생활가전,화곡로 378 취선(중국집) 앞,"다이슨 V10
사진에서 보시는 것처럼 구성품 모두 포함되어 있어요
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있답니다
바쁜 일상 속에서도 간편하게 청소하고 싶으신 분들께 추천드려요

여기까지가 ai 추천글이구요

배터리방전입니다
지인 v10사용중으로 배터리빌려서 테스트완료
모터등 이상무
새청소기구입으로 방출합니다.",30000
청소기,다이슨 청소기,다이슨 청소기 충전 거치대 양천,거래중,"18,000원",양평제1동,2026-06-01,3,6,180,36.8℃,바니하니,생활가전,"직거래 원하고 중고인만큼 환불, 교환 안되세요.","다이슨 청소기 V6 충전 거치대와 충전기 세트예요.
충전기는 6개월 사용했고
V6~V8 사용 가능하며 중국산입니다.
거치대, 충전기 따로  구매도 가능합니다.(각 9천원)
반값 택배 가능합니다.",18000
청소기,다이슨 청소기,[세재품]LG 코드제로 청소기 매트리스/침구 노즐 흡입구 양천,거래중,"10,000원",양평제1동,2026-06-01,0,4,134,40.8℃,성실한대리,생활가전,동교로1길48,"다이슨 V8  무선 청소기판매합니다
다소 사용감은 존재하지만  작동잘됩니다
청소기 분해서 깨끗 하게 딱아 낳습니다
중고물품상 환불은 사양합니다 
직거래 장소:난향동 큰 유신감리 교회 앞 횡단보도
판매 가격:6만원
작동상태 확인하고 싶으시면  카톡으로 영상 보내 드리겠습니다 
충전기: XXX",10000
청소기,다이슨 청소기,차이슨 무선 청소기 원룸 진공 가벼운 자취방 (무타공 충전 거치대 양천,거래완료,"45,000원",양평제1동,2026-06-01,2,1,43,51.1℃,리노레인져스,생활가전,직거래 서울시 관악구 봉천동 구암고등학교 주차장 진입로에서 합니다.,"청소기 주문만 해놓고 오늘 상자 개봉했는데, 저랑 맞지 않아 판매합니다

개봉만하고 전혀 사용하지 않았습니다",45000
청소기,다이슨 청소기,다이슨 무선청소기 팝니다 양천,거래완료,"20,000원",양평제1동,2026-06-01,5,4,228,41.9℃,핑핑이,생활가전,시범아파트,"다이슨 무선청소기입니다
사진에 보이는 구성품 모두 포함되어 있어요
청소기 본체와 다양한 흡입구, 충전 거치대까지 모두 드려요
집안 구석구석 깔끔하게 청소하고 싶으신 분들께 추천드려요",20000
청소기,다이슨 청소기,(새상품)다이슨 V10 앱솔루트 영등포 당산동5가,거래중,"300,000원",신길제5동,2026-06-01,1,5,125,45℃,나나,생활가전,당산동5가 40,"다이슨 싸이클론 V10 앱솔루트 무선청소기입니다

오픈도 안한 완전 새상품입니다.",300000
청소기,다이슨 청소기,다이슨 앱솔루트 무선 청소기,거래완료,"80,000원",신길제5동,2026-05-02,1,2,38,49.9℃,툐둥,생활가전,바로 거래 아니시면 선입금후 문고리거래만 가능합니다,"다이슨 앱솔루트 무선 청소기
워낙 유명한 제품이라 설명드릴 것이 없네요.
잘 작동합니다",80000
청소기,다이슨 청소기,다이슨 청소기 툴 세트,거래완료,"7,000원",신길제5동,2026-05-02,1,1,105,42.2℃,강양이라우,생활가전,보라매자이,"다이슨 청소기 툴 세트 판매
사진에 보이는 구성품 
새제품",7000
청소기,다이슨 청소기,다이슨 V8 Fluffypro 무선청소기 양천,거래완료,"80,000원",양평제1동,2026-05-02,1,1,130,0℃,호랑이가어흥,생활가전,직거래,"배터리교체
소프트브러시와 먼지통청소,건조
여타비용생각해서 저렴히 내놓습니다

다이슨 V8 플러피 무선 청소기 판매해요
사진에 보이는 구성품 모두 포함되어 있어요
깔끔한 디자인으로 인테리어 효과도 좋아요
흡입력 좋은 무선 청소기 찾으시는 분들께 추천드려요",80000
청소기,다이슨 청소기,다이슨 청소기 스탠드 거치대,거래완료,"10,000원",도림동,2026-05-02,2,1,60,43.6℃,햇님,생활가전,직거래나 문고리 희망합니다.,"다이슨청소기 거치대와부속품입니다.
집정리중인데 버릴까하다가 혹시필요한분계실까올려봅니다.
문고리거래합니다.",10000
청소기,다이슨 청소기,다이슨 V7무선 청소기,거래완료,"40,000원",신길제1동,2026-05-02,1,2,151,38.6℃,주꾸미,생활가전,서원역,"다이슨 v7 무선청소기입니다
배터리 교체하셔야합니다",40000
청소기,다이슨 청소기,다이슨 DC22 유선청소기 영등포 당산동5가,거래완료,"40,000원",신길제5동,2026-05-02,2,0,53,38.5℃,지기지니,생활가전,당산역 11번 출구,"다이슨 DC22 유선청소기입니다

무선청소기 구매 이후 잘 안 쓰게 되어서 판매합니다.",40000
청소기,다이슨 청소기,다이슨 무선청소기 골드/블루,거래중,"400,000원",신길제5동,2026-05-02,0,5,78,38.3℃,하하,생활가전,빨리 처리하려고 해서 오늘이나 내일 문고리로 오실 수 있는 분 채팅 주세요.,"다이슨 무선청소기입니다
골드와 블루 색상의 조합이 매력적이에요
박스와 구성품 모두 사진에서 확인 가능해요
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
깔끔한 집을 유지하고 싶으신 분들께 추천드려요",400000
청소기,다이슨 청소기,다이슨 청소기 충전 거치대 + 충전기,거래완료,"13,000원",도림동,2026-04-02,6,5,216,57.8℃,모모쨘,생활가전,신길스타벅스,"다이슨 청소기 충전 거치대와 충전기 세트입니다
- 거치대는 무선 청소기를 편리하게 보관하고 충전할 수 있도록 설계되었습니다
- 충전기는 다이슨 청소기에 최적화되어 빠르고 안전하게 충전할 수 있습니다
반택가능합니다 ",13000
청소기,다이슨 청소기,다이슨 청소기 실버레드 새상품 영등포,거래완료,"250,000원",양평제2동,2026-05-02,2,2,96,41℃,가을농원,생활가전,앞부분 깨짐 확인해주시고 사용감 많으며 청소하셔야 합니다. 먼지통부분 열었다 닫을때 하자있어요. 왜인지는 모르겠습니다. 전체적으로 수리후 사용하실 분이나 모터나 부품사용하실 분이 구입하시길 바랍니다. 직거래만 가능하고 직거래시 꼼꼼히 살펴주세요,"다이슨 무선청소기 V8 판매합니다
정상 작동됩니다. 
(배터리는 교체한지 기간이 좀 됐어요.)
급처 원해서 싸게 올립니다 사실분만 연락주세요! 
본체 기스(사진참고), 거치대는 부품만 거치가능합니다

신도림 아파트입니다
교환환불은 불가합니다",250000
청소기,다이슨 청소기,다이슨 V8 Fluffy 무선청소기 레드 양천,거래완료,"85,000원",양평제1동,2026-05-02,3,4,279,75.9℃,목동,생활가전,여의도 또는 마포 직거래합니다,"아들집 이사준비로 정리중입니다  다이슨 V8 Fluffy 무선청소기 레드 색상이에요
사진에서  보이는 구성품입니다
30평  일반모드로 사용하고 여유있음
목동역",85000
청소기,다이슨 청소기,다이슨 V8 SV10 무선청소기 풀박스,거래완료,"100,000원",대림제3동,2026-05-02,2,1,76,43.4℃,QQ,생활가전,당산역 직거래합니다 (가까운곳은 이동하는길에 제가 가져다드릴수있어요,"다이슨 V8 SV10 무선 청소기 풀박스입니다
박스에 모든 구성품 다 들어있습니다

- 21.6V 배터리로 강력한 흡입력을 자랑합니다
- 무선으로 편리하게 사용할 수 있습니다
- 425W/485W 정격 소비전력
사용감은 있지만  작동잘돼며좋아요 ",100000
청소기,다이슨 청소기,다이슨 무선 청소기 V10 + 충전거치대 양천,거래완료,"90,000원",양평제1동,2026-04-02,2,1,69,64℃,loveofmylife,생활가전,망원1주민센터,"다이슨 무선청소기 판매합니다.
사용감은 있지만, 흡입력은 강력합니다. 

거치대 뿐 아니라 
사진에 나와있지 않지만 각종 추가헤드들도 
전부 포함되어 있습니다.

- 강력한 흡입력으로 먼지를 효과적으로 제거합니다

- 배송은 못해드리고 가지러 오셔야 합니다.
",90000
청소기,다이슨 청소기,다이슨 DC52 유선청소기,거래완료,"50,000원",여의도동,2026-04-02,2,1,61,63.6℃,croft,생활가전,직거래,"트윈터보헤드가 달린 최상위 모델입니다.

소음이 있어 밤에 가정에서 돌리기는 조심스럽고, 카페트나 러그 청소에 제격이에요.

출시가 130만원 이상의 사악한 가격표를 자랑하던 물건이고, 중고 청소기라서 팔기 좀 거시기한데 물건이 물건인지라 필요하신 분이 계실 것 같습니다.

그래서 분해해서 물세척 가능한 부품들 퐁퐁물에 씻고 건조했습니다. 롤러브러쉬도 분해세척해서 머리카락 하나 없어요.

청소할 때 롤러브러쉬가 어마무시하게 고속으로 회전하며 먼지를 털어내고 흡입력 장난 아니에요.

뚜껑 맨 윗쪽에 작은 크랙 있는데 사용상 지장 없어요.",50000
청소기,다이슨 청소기,다이슨 청소기 무료나눔,나눔완료,무료나눔,여의동,2026-04-02,10,2,258,40.3℃,하빕티,생활가전,목동문화체육센터,"다이슨 거치대와 청소기 무료나눔합니다 
2018년도에 구매했습니다 
작동에는 이상없어요 
상태는 깨끗이 청소해서 쓰시면 좋을것 같습니다 
현장에서 가지고 가주세요",0
청소기,다이슨 청소기,다이슨 V7 Fluffy 무선청소기 + 거치대,거래완료,"90,000원",도림동,2026-04-02,2,1,121,43.6℃,후우후우,생활가전,영등포 푸르지오,"다이슨 V7 Fluffy 무선 청소기 판매합니다

- 강력한 흡입력으로 깨끗하게 청소할 수 있습니다.
- 틈새 브러쉬, 메인 브러쉬, 거치대 포함입니다. 
스탠드까지 드려요. 

생활 스크래치 있습니다.",90000
청소기,다이슨 청소기,다이슨 V8 무선청소기미개봉새상품,거래완료,"271,000원",신길제5동,2026-03-03,1,3,238,41.5℃,케빈리,생활가전,가양역 근처 문고리 거래합니다.,"정품입니다 중고인점 감안해 
예민하신분 피해주세요 
가격보시고 문의주시기 바랍니다
문고리 거래만 가능합니다",271000
청소기,다이슨 청소기,다이슨 V6 무선 청소기 양천,거래완료,"75,000원",양평제1동,2026-03-03,4,7,559,37.6℃,클리어,생활가전,목동2단지 또는 신길역(5호선) 직거래 가능해요.,"다이슨 V6 무선 청소기 판매합니다!

다양한 툴이 함께 제공되어 집안 곳곳을 청소하기 용이합니다
- 가벼운 무게로 손목에 부담이 적고, 무선이라 편리하게 사용할 수 있습니다
- 좁은 공간에도 보관이 용이합니다

생활 기스 등 사용감은 있지만, 전체적으로 깨끗하게 관리했습니다",75000
청소기,다이슨 청소기,다이슨 청소기v10부품 툴 세트 양천,거래완료,"35,000원",양평제1동,2026-03-03,1,3,241,99℃,당근좋아,생활가전,신길중학교,"다이슨 청소기 툴 세트입니다
다양한 종류의 헤드가 있어서 용도에 맞게 사용할 수 있습니다
 큰거는 사용감 있고 나머지는 거의사용안해서 깨끗합니다",35000
청소기,다이슨 청소기,다이슨 V8 슬림 플러피 청소기 봉,나눔완료,무료나눔,신길제5동,2026-02-01,1,0,108,55℃,디자인스킨,생활가전,상도동아이파크 정문,"부러지는 경우가 있는거 같아서
나눔 해봅니다~",0
청소기,다이슨 청소기,다이슨 청소기 헤드 부품 악세사리 모음,거래완료,"15,000원",신길제5동,2026-02-01,3,3,139,68.9℃,뷰티패션육아,생활가전,"❣️등용로 37, 상도 래미안 1차아파트 비대면 문고리","다이슨 청소기 헤드 및 부품들입니다

메인 헤드 두개는 사용감 많아요. 버릴려다 혹시
필요하신분들 계실까 해서 같이 올립니다.
제가 한번 닦기는 했는데 물청소 불가한 부품이라
제거되지 않는 기스 먼지들 있습니다.
모든 사진 확인 해주세요.

나머지 부품들은 몇번 사용 안해서 깨끗한 편 입니다.



❣️입금순O/문의순X
❣️등용로 37, 상도 래미안 1차아파트 비대면 문고리
❣️택배 가능 
일반택배 5000
Cu알뜰/Gs반값택배 2500",15000
청소기,다이슨 청소기,다이슨 청소기 로봇청소기 (다이슨 360 vis nav 로봇 청소기 304631-01),거래중,"580,000원",신길제1동,2026-01-02,1,4,208,36.5℃,도토리,생활가전,목4동 시장 근방,"다이슨 청소기 새 제품 박스 포장 그대로입니다
선물 받았지만 집에 로봇청소기가 있어서 그대로 내놓습니다 

다이슨 360 vis nav 로봇 청소기 304631-01",580000
청소기,다이슨 청소기,다이슨 무선청소기 슬림 SV18,거래완료,"110,000원",신길제1동,2026-02-01,2,2,128,37℃,베이뷰,생활가전,목동종합사회복지관 앞으로 오시면 직거래 가능 합니다.,"다이슨 무선 스틱 청소기 SV18 모델 판매합니다
- 슬림하고 가벼워서 사용하기 편리합니다
- 2500mAh 배터리 장착되어 있습니다
- 다양한 노즐을 이용하여 집안 곳곳을 청소할 수 있습니다
-ㅇ생활 스크래치는 있지만, 전체적으로 깨끗하게 사용했습니다",110000
청소기,다이슨 청소기,다이슨 V7 Fluffy 무선청소기,거래완료,"20,000원",여의도동,2026-01-02,2,0,56,37.2℃,위례학암,생활가전,여의도 직거래 또는 비대면 거래 희망합니다.,"다이슨 V7 Fluffy 무선청소기 판매합니다.

사용감 있으나 잘 작동합니다.
배터리는 2단은 얼마 안가지만 1단으로는 10분 이상 작동합니다. 한번에 오래 쓰시려면 배터리 교체 필요합니다.
해드는 24년 8월에 구매한 LED헤드이고 다이슨 정품은 아닙니다.
구매한지 좀 되어서 막 쓰기에는 좋을것 같네요.

여의도 직거래 또는 비대면 거래 희망합니다.",20000
청소기,다이슨 청소기,다이슨 SV10 무선청소기,거래완료,"80,000원",영등포동,2026-01-02,1,1,145,44.2℃,벤트라,생활가전,gs정문편의점,"다이슨 V8 무선 청소기 판매합니다!

- 다양한 헤드와 툴을 포함하고 있어, 집안 곳곳을 청소하기에 용이합니다
- 틈새 청소용 툴도 함께 드립니다
- 강력한 흡입력으로 먼지를 깔끔하게 제거할 수 있습니다
- 편리한 사용성으로 청소가 더욱 즐거워집니다
- 생활 스크래치는 존재하지만, 사용에는 전혀 문제 없습니다
- 배터리 호환 새겁니다",80000
청소기,다이슨 청소기,"다이슨, 드림 무선 청소기거치대 양천",거래완료,"15,000원",양평제1동,2025-08-30,7,4,743,46.5℃,돈의속성,생활가전,월드마트,"다이슨과 같은 무선 청소기를 거치할수있는 거치대 판매합니다.

청소기거치대의 줄자로 재어보니 높이가 약 126cm 정도 됩니다. 재질은 스틸로 묵직합니다.",15000
청소기,다이슨 청소기,다이슨 v10 청소기 풀세트 + denken 거치대 양천,거래완료,"155,000원",양평제1동,2025-08-30,11,13,1439,45.8℃,피츠,생활가전,가산미소지움오피스텔,"거래 예약잡히면 청소해서 드릴 예정입니다
denken 거치대가 제일 좋아보여서 비싸게샀었어요

배터리는 절반이상은 남은것같아요
풀충전시 20평 청소하는데 충분합니다

목2동",155000
청소기,다이슨 청소기,다이슨 V10 앱솔루트 무선청소기 양천,거래완료,"100,000원",양평제1동,2025-08-30,4,3,235,42.1℃,깡0417,생활가전,직거래,"다이슨 Cyclone V10 Absolute 무선 청소기입니다. 

전반적으로 사용감잇습니다
 흡입력 좋습니다.

구성품은 사진에 보이는 대로 모두 드립니다~ 툴다잇구요  거치대는  정품아닙니다

청소기가두개라  잘안써서  내놓습니다
밧데리는  지금은작동되지만  좀쓰시다 교체하셔야될꺼에요

",100000
청소기,다이슨 청소기,다이슨 V8 앱솔루트 청소기 툴6개 일괄 팝니다 양천,거래완료,"50,000원",양평제1동,2025-08-30,2,0,78,45.6℃,규성쓰,생활가전,직거래 장소 GS25 목동파크점 앞,"다이슨 V8 앱솔루트 무선 청소기입니다 
직구제품이고 본체 충전기 거치대 툴 6개 박스도 있습니다 
충전기 직구 제품이라 110v 단자입니다
배터리는 교체해야합니다 작동은 잘 작동하는데 
사용을 안해서 배터리 죽었습니다
직거래 장소 GS25 목동파크점 앞
시간 평일 오후 9시 이후 주말 협의 후 가능",50000
청소기,다이슨 청소기,다이슨 V8 앱솔루트 무선청소기 영등포 당산동5가,거래중,"150,000원",신길제5동,2025-08-30,6,9,616,36.1℃,yuyu79,생활가전,문래 대원아파트,"미세먼지까지 99.999% 잡아주는 다이슨 알러지케어예요.
2013년에 90만원대 제품 중고 60만원에 샀었는데 정말 튼튼하고 흡입력 최고예요!
무선 청소기 선물 받고나서는 잘 사용하지 않고 있어서 내 놓아요.
작동은 잘 되는데, 보관할 때 본체에 꽂는 부분이 파손되서 벽에 기대어 새워야하고 오래 되었다보니 사용감이 많아 저렴하게 올려요.
가게나 사무실용으로 사용하시면 될 것 같아요.
반품x",150000
청소기,다이슨 청소기,다이슨 무선 청소기(V6),거래완료,"40,000원",대림제3동,2025-08-30,2,2,277,37.8℃,웃는얼굴,생활가전,직거래만 합니다,"다이슨 무선 청소기입니다~

사진에 보이는 모든 부품 같이 드려요!

사용감은 있습니다, 먼지통은 뚜껑에 테이프 붙여서
사용했구요.  청소하는데는 문제 없습니다.
베터리는 정품아닙니다.

교환.환불 불가합니다.
",40000
청소기,다이슨 청소기,다이슨 DC52 터빈헤드 청소기 양천,거래완료,"50,000원",양평제1동,2025-08-30,3,1,101,47.2℃,지지맘,생활가전,똥겁데기 실내포차 앞,"다이슨 시네틱 DC52 터빈헤드 진공청소기입니다

- 싸이클론 기술로 강력한 흡입력을 자랑해요
- 먼지통 비움도 간편하고 작동도 쉬워요
- 엉킴 방지 터빈 툴과 360° 회전 휠로 편리하게 청소할 수 있어요",50000
청소기,다이슨 청소기,다이슨 v7 fluffy 청소기,거래완료,"30,000원",영등포동,2025-08-30,3,3,210,43.9℃,뱅민,생활가전,염창동에서 직거래합니다.,"다이슨 v7 fluffy 판매합니다.
사용에는 아무 지장 없으나, 현재 배터리 방전이라서 배터리는 새로 구입하셔야합니다. (호환배터리 3만원대부터 인터넷에 판매중)
다른 청소기가 있어서 2~3년간 방치되어있다가 자리부족 이슈로 이제야 보내줍니다.
깨끗하게 관리되었거나 그렇지는 않다보니, 정말 저렴하게 드립니다.
다른 헤드툴은 지금 당장 보이지는 않는데, 판매시점까지 좀 더 찾아보고 있으면 드릴게요 :)",30000
청소기,다이슨 청소기,다이슨 DC52 터빈헤드 청소기 영등포 당산동3가,거래완료,"80,000원",신길제5동,2025-08-30,4,5,171,41.2℃,당근케익,생활가전,은천로25길 27 드림서점 앞,"파워풀한 흡입력
미세먼지까지 뽑아주는 
다이슨 DC52 터빈헤드 청소기입니다

요즘처럼 더워서 에어컨 때문에 창문 못열어도 집진 먼지가 역류하지 않아 쾌적한 청소가 가능합니다~

생활 스크레치 약간 있지만
작동 매우 잘 됩니다!

구성품은
사진에 보이는 헤드들 모두 드려요~",80000
청소기,다이슨 청소기,다이슨 옴니글라이드 청소기 판매합니다,거래완료,"50,000원",신길제1동,2025-08-30,8,2,242,40.3℃,당근s2,생활가전,망원1주민센터,"다이슨 V8 무선 청소기 판매해요
직구한거라 돼지코 필요하고
배터리는 국내 다이슨에서 구매가능해 2번 교체했습니다.
상태는 중고인만큼 감안하셔야 합니다.
막쓰는 용도로 생각해주셔요.

덴켄 거치대 일괄 판매입니다.

+변심으로 인한 반품 불가",50000
청소기,다이슨 청소기,다이슨 무선 청소기 양천,거래완료,"70,000원",양평제1동,2025-08-30,4,2,298,43.6℃,조이피스,생활가전,한마음아파트,"다이슨 무선 청소기입니다.

충전기랑 바닥 청소 헤드 같이 드려요~ 
사용은 많이 안했는데 먼지가 있을뿐 
잘 돌아갑니다",70000
청소기,다이슨 청소기,다이슨 무선청소기 부품용 작동여부 확안불가,거래완료,"15,000원",대림제3동,2025-08-30,5,4,216,99℃,토마토,생활가전,AI에서 알려주는대로 올렷는데 아시는분 들 계시면 확인바랍니다 작동여부 확인불가입니다 사진에잇는 본체만 잇습니다 혹시 부품용으로 필요하시면 톡주세요 시흥동직거래 반품환불 불가하니 신중한 선택바랍니다,"AI에서 알려주는대로 올렷는데 아시는분 들 계시면 확인바랍니다 작동여부 확인불가입니다 사진에잇는 본체만 잇습니다 혹시 부품용으로 필요하시면 톡주세요 시흥동직거래 반품환불 불가하니 신중한 선택바랍니다



- 싸이클론 방식
- HEPA 필터
- 무게: 2.6kg


",15000
청소기,다이슨 청소기,다이슨 V8 앱솔루트 청소기,거래완료,"30,000원",대림제3동,2025-08-30,8,2,200,43.6℃,같이쓰기,생활가전,봉천로493 3층,"다이슨 V8 앱솔루트 무선 청소기 판매합니다

전반적으로 깨끗하게 사용했고, 흡입력 좋습니다!

- 메인 바디, 긴 막대, 바닥 청소 헤드 포함
- 색상은 회색, 빨간색, 파란색 조합입니다

배터리 교체 해서 사용 하셔야 합니다 
",30000
청소기,다이슨 청소기,다이슨 V8 (플러피)무선청소기 새상품,거래완료,"400,000원",신길제5동,2025-08-30,0,1,58,38.5℃,쑈부닷,생활가전,직거래 장소는 아래 지도 표시된 곳 근처 선호합니다,"다이슨 V8 플러피 무선청소기 새상품입니다

- 강력한 흡입력으로 깨끗하게 청소 가능
- 다양한 헤드로 편리하게 사용
- 오리지널 박스 그대로 드려요

회사에서 경품으로 받은후
한번도 사용하지 않았습니다.

가격제안주세요
네고가능합니다~~~


",400000
청소기,다이슨 청소기,다이슨 V8 플러피 청소기 영등포 양평동3가,거래완료,"90,000원",신길제5동,2025-08-30,1,2,141,62.6℃,PARK,생활가전,여의도 KBS 별관 버스정류장,"다이슨 청소기 헤드와 다양한 부속품 나눔합니다.

구형모델이고 지금은 단종 됐을것 같은 유선모델이었던 것 같습니다..
모델명은 잘 모르겠습니다
분리배출 하려다가 혹시나 필요하신 분이 있을까 해서 나눔 올려봅니다.",90000
청소기,다이슨 청소기,다이슨 V6앱솔루트 무선청소기(흡입기제외),거래완료,"45,000원",신길제5동,2025-08-30,4,4,261,59.6℃,응응,생활가전,신방화역 5번출구,"다이슨청소기 DC35모델용 새제품중 롤헤드사용감 조금있지만 상태는좋아요
봉은 사용했을텐데 상처없이 새제품급입니다
비닐채보관한거보면 봉사용 기억이 없어요
침대용으로 써서 거의 안쓴듯해요
코끼리코툴이랑 나머진 한번도 사용안한새상품입니다
본체 가져오셔서 툴 끼워보시고 결정하셔도됩니다
중고거래상 교환 반품 환불 안됩니다 
당산역 직거래합니다(가까운곳은 이동하는길에 제가 가져다드릴수있어요",45000
청소기,다이슨 청소기,다이슨 청소기 벽걸이거치대 정품 영등포 당산동6가,거래완료,"5,000원",신길제5동,2025-08-30,2,3,179,43℃,월요일좋아,생활가전,한국공인노무사회교육원,"벽에 청소기 거치할수 있는 세트입니다
청소기 새로 살때 들어있었는데 안써서 팔아요~
툴  두개 꽂을 수 있습니당
당산역 근처에서 직거래 또는 반값택배 가능여",5000
청소기,다이슨 청소기,다이슨 유선청소기 DC63 터빈헤드 프로,거래완료,"90,000원",대림제3동,2025-08-30,1,0,92,42.6℃,꿀밤,생활가전,신도림,"다이슨 DC63 터빈헤드 프로
사용감 있고 정상 작동 됩니다.",90000
청소기,다이슨 청소기,무료나눔 냄새나는 다이슨 V6 무선청소기 영등포 당산동5가,나눔완료,무료나눔,신길제5동,2025-08-30,6,0,303,37.2℃,왓두,생활가전,직거래는 영등포동3가 20번지 용용선생앞입니다,"다이슨 V6 무선청소기 무료나눔합니다 

쓴지 좀 돼서 냄새가 심하게 나요. 
꼭 참고해주세오 

작동은 문제 없이 잘 합니다. 
필터하고 청소만 하면 쓰겠는데 바빠서 쉽지가 않네요. 청소해서 쓰실 분 있을까 하여 올립니다.

당산역 인근 오피스텔로 가지러 오셔야 합니다",0
청소기,다이슨 청소기,다이슨 V8 청소기 일체 양천,거래완료,"60,000원",양평제1동,2025-08-30,3,9,512,41.2℃,찔러보기차단해요,생활가전,삼각어린이공원,"5번정도 사용하고 방치 후 판매합니다.
보관 가능한 파우치 같이 드려요!",60000
청소기,다이슨 청소기,다이슨 DC52 터빈헤드 청소기,거래완료,"110,000원",도림동,2025-08-30,1,0,118,40.3℃,숲몽환의쉿,생활가전,"택배거래 x, 직거래만 합니다","다이슨 DC52 터빈헤드 청소기입니다

흡입력 좋고, 필터 장착되어 있어요
사진에 보이는 구성품 모두 드립니다


택배거래 x, 직거래만 합니다
",110000
청소기,다이슨 청소기,다이슨 DC45 애니멀 무선청소기,거래완료,"20,000원",신길제1동,2025-08-30,1,1,305,43.9℃,케세라세라,생활가전,직거래나 문고리 희망합니다.,"다이슨 VS18 슬립 무선청소기
가벼워서 좋아요
사진에 보이는 구성품 모두 포함되어 있어요
강력한 흡입력으로 먼지 하나 없이 깔끔하게 청소할 수 있어요
집안 구석구석 깨끗하게 관리하고 싶으신 분들께 추천드려요",20000
청소기,다이슨 청소기,배터리 방전된 다이슨 무선 청소기,나눔완료,무료나눔,신길제5동,2025-08-30,7,3,376,41.7℃,룰루쿸히,생활가전,목동힐스테이트 동문,"다이슨 V10 청소기이구요.
고장부위>>> on/off  스위치 고장
                       케이스 깨진곳 있어교체요망
나머지 청소기 모터정상. 기타용품도 모두  정상
배터리는 저의집 전용22평 청소하는데에 중간모드로 충분함.
청소기거치대 까지 포함 4만원",0
