id,카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명,가격원,이미지파일
c4e021eb6b0a530da2d6d3efff8529cba592f88bb8182c5ae1afa627c8ddf413,청소기,다이슨 청소기,다이슨 무선청소기 액세서리 툴 도봉,나눔완료,무료나눔,월계1동,2026-06-05,2,1,63,43.9℃,우이동e군,생활가전,,"다이슨 무선청소기 액세서리 툴 나눔합니다.
두번째 사진 툴은 사용을 좀 했고 나머지 대부분은 새것이고 몇번 사용한게 2개정도라 상태 좋습니다.
왠만한 v시리즈 호환되는거로 압니다.
먼저오시는분께 나눔할게요.",,노원구/images/c4e021eb6b0a530da2d6d3efff8529cba592f88bb8182c5ae1afa627c8ddf413.png
475102792af3385f861506329e01db63be6904c8ac9a031e816a9dfd938ffe02,청소기,다이슨 청소기,다이슨 로봇청소기 (ㅅㅐ제품) 70만원짜리!!! 도봉,거래완료,"350,000원",월계1동,2026-06-05,1,11,814,46.7℃,헬로,생활가전,,"다이슨 360 비즈 나브 로봇청소기 블루 색상이에요
강력한 모터로 흡입력이 엄청 좋아요!!!
깔끔한 집안 환경을 만들어 줄 로봇청소기랍니다
바쁜 일상 속 청소 고민을 덜어줄 똑똑한 제품이에요
저희집엔 청소기가 하나 있어서 내놓아요!
70만원짜리에요ㅠㅠ",,노원구/images/475102792af3385f861506329e01db63be6904c8ac9a031e816a9dfd938ffe02.png
dbcd92639d6bf17c356ad72b76ce9cc1614a36d563373c8f154a75271a9d2080,청소기,다이슨 청소기,청소기 / 블루투스 스피커 / 다이슨 v8배터리,거래완료,"4,000원",중계동,2026-06-05,5,1,381,42.6℃,크리스탈,생활가전,,"오래만에 켜니 안되네요.
부품용으로 일괄 올립니다.",,노원구/images/dbcd92639d6bf17c356ad72b76ce9cc1614a36d563373c8f154a75271a9d2080.png
8866450d7da6d29b59181cd73da1d89065e885911a7cd4195a908f9957742646,청소기,다이슨 청소기,다이슨 무선청소기 V11 220 에어와트 CF+ 멀티 스탠드형 충전 거치대,거래완료,"180,000원",월계1동,2026-06-05,3,3,169,41.2℃,타락천사,생활가전,직거래 장위동 돌곶이역 부근이나 석계역 부근 가능합니다,"다이슨 무선청소기  V11 220 에어와트 CF+ 멀티 스탠드형 충전 거치대 판매해요.
소프트롤러 헤드는 망가져서 호환품으로 교체했고
나머지 사진에 보이는 툴은 정품입니다
25년9월에 모터 불량으로 교체했고 영수증 보관하고 있습니다
직거래 장위동 돌곶이역 부근이나 석계역 부근 가능합니다",,노원구/images/8866450d7da6d29b59181cd73da1d89065e885911a7cd4195a908f9957742646.png
5232850962f3698446f36df38f990c7c1899b9288c80ec2a468352e52dbe6749,청소기,다이슨 청소기,다이슨 청소기 장난감,거래중,"18,000원",월계1동,2026-06-05,0,2,66,44℃,sunny,디지털기기,,"다이슨 청소기 장난감 입니다!

중화역 근처로 가지러 와주셔야 합니다.
교환 환불 어렵습니다.",,노원구/images/5232850962f3698446f36df38f990c7c1899b9288c80ec2a468352e52dbe6749.png
13de95f7dbd59d35160696ce3ceed8559ee9c0ff3a26c24d068ab056d0163e27,청소기,다이슨 청소기,다이슨 볼 DC46 알러지 파켓 청소기,나눔완료,무료나눔,공릉2동,2026-06-05,3,0,158,43.6℃,demapropre,생활가전,해오라기공원,"다이슨 볼 DC46 알러지 파켓 유선 청소기
사용감 많고 거치대 부러졌어요.
작동은 잘 됩니다.",,노원구/images/13de95f7dbd59d35160696ce3ceed8559ee9c0ff3a26c24d068ab056d0163e27.png
f935a91be7a66d1d5fdf93f704b304cd40e8bc0b5a5ae8aed8b38d9deb4461f0,청소기,다이슨 청소기,다이슨 V8 무선청소기,거래완료,"30,000원",월계1동,2026-06-05,3,0,96,46.8℃,당근양,생활가전,,"다이슨 V8 무선청소기 판매해요
사진에 보이는 구성품 모두 포함되어 있어요

올해 초에
1) 배터리 호환으로 교체
2) 청소기 헤드 호환으로 교체 
하여 가격 저렴하게 올립니다. 

잘 작동됩니다~ ",,노원구/images/f935a91be7a66d1d5fdf93f704b304cd40e8bc0b5a5ae8aed8b38d9deb4461f0.png
98503e37b707d7b45d8ab9e7234a1e3217940c2100fc953079a13baaf04656cc,청소기,다이슨 청소기,다이슨 V10청소기 구성품,거래완료,"10,000원",월계1동,2026-06-05,3,2,163,48.9℃,루우비,생활가전,현금만 부탁드리고 직거래 원합니다,"다이슨 V10무선청소기 구성품입니다
위 구성품 모두드립니다
필요하신분 저렴히 가져가세요(본체있는분이 가져가세요)
다양한 구성품과 함께 사용 가능해요
사진에서 보이는 그대로의 제품입니다
깔끔한 청소를 원하시는 분들께 추천드려요
현금만 부탁드리고 직거래 원합니다
반품 교환 불가합니다",,노원구/images/98503e37b707d7b45d8ab9e7234a1e3217940c2100fc953079a13baaf04656cc.png
523d1188096fd0791335a07f3bcd948eb6bbf9cb35f288cc8cddf5058420d90b,청소기,다이슨 청소기,다이슨 V6 앱솔루트 무선청소기와 거치대,거래완료,"40,000원",상계2동,2026-03-07,8,12,1519,40.1℃,커피와곶감,생활가전,,"다이슨 V6 앱솔루트 무선청소기 
해외직구로 샀는데 충전이 안돼서 팝니다
AS센터가 석계역 부근에 있는데 가기 힘들어 팝니다
배터리 이상인것 같은데 고쳐 쓰실분 사세요
비싸게 샀는데 싸게 처분하려고합니다
반품은 안됩니다
충전기, 거치대도 드립니다
충전기도 고장이면 사야할지 모릅니다
고쳐  쓰실분만 사세요
부피가 크고 무거워 차가져와야 될겁니다

",,노원구/images/523d1188096fd0791335a07f3bcd948eb6bbf9cb35f288cc8cddf5058420d90b.png
83f6f102011259d34bf70fcde978a402f9f20ee53b2ac5d1c4afcced78015142,청소기,다이슨 청소기,다이슨 무선 청소기 거치대(거치대 만) 도봉,거래중,"10,000원",월계1동,2026-06-05,5,3,225,46.5℃,hpint,생활가전,,"다이슨 무선청소기 거치대입니다.
다이슨 무선청소기를 깔끔하게 보관할 수 있습니다.
- 색상은 블랙입니다
- 바닥 부분에 플라스틱(거치시 청소기 흡입구 받쳐주는 부분)이 부러졌는데 사용하는데에는 전혀 지장없습니다.
감안하여 싸게 내놓습니다. ",,노원구/images/83f6f102011259d34bf70fcde978a402f9f20ee53b2ac5d1c4afcced78015142.png
136b4ff0370959c4575d86c4ae27296f292e3dea2832759eee9c3bdfc8d16dfc,청소기,다이슨 청소기,다이슨 무선청소기,거래완료,"20,000원",상계동,2026-06-05,0,4,528,42.6℃,으라차차,생활가전,,"다이슨 무선청소기 판매합니다🙂
2016년 구매 제품이며 호환배터리 장착했고 기본모드는 약20분 정상 작동합니다.
(MAX 모드는 작동되지 않아 저렴하게 판매해요)
사진상 구성품 일괄 포함이며
벽 안뚫어도 되는 스탠드 거치대(거치대만 2만원 상당  https://naver.me/5XcTFzpr)도 함께 드립니다.
사용감은 있으나 기본 청소용으로는 문제없이 사용 가능해요.",,노원구/images/136b4ff0370959c4575d86c4ae27296f292e3dea2832759eee9c3bdfc8d16dfc.png
a7019dfa80bc4f4d3e3ebf1386eb1296bed3a4b7d724b9023012d97b4ea1c5e0,청소기,다이슨 청소기,다이슨 청소기 부품,거래완료,"4,000원",월계1동,2026-06-05,2,0,84,53.6℃,이렇게좋은날,생활가전,,"다이슨 청소기용 다양한 브러쉬와 노즐 세트예요

V8, V10, V11, V15
가능

개당 4000원 입니다",,노원구/images/a7019dfa80bc4f4d3e3ebf1386eb1296bed3a4b7d724b9023012d97b4ea1c5e0.png
6475fb76d67ed32abb52f9552f68ca4f7d9f6fdb394f1225d7b05b20fdb1245c,청소기,다이슨 청소기,다이슨 최신 스팟앤스크럽 AI 로봇청소기 블랙+블루 도봉,거래완료,"950,000원",월계1동,2026-05-06,1,1,62,39.4℃,해물파전,생활가전,,"다이슨 스팟앤스크럽 AI 로봇청소기 블랙+블루 색상 새상품이에요
구성품 모두 포함되어 있고 박스도 그대로 있는 미사용 세제품입니다
크기가 생각보다커서 너무 멀지 않으면 제가 직접 배달까지 해드립니다",,노원구/images/6475fb76d67ed32abb52f9552f68ca4f7d9f6fdb394f1225d7b05b20fdb1245c.png
fe73460bb539df0585f29f19cab8e30ed50ff2e7d27be842b6dd74d294c3b1a5,청소기,다이슨 청소기,다이슨청소기v12 오니진 플러피니켈/퍼플 중랑,거래완료,"340,000원",월계1동,2026-05-06,1,2,107,57.3℃,적비,생활가전,,,,노원구/images/fe73460bb539df0585f29f19cab8e30ed50ff2e7d27be842b6dd74d294c3b1a5.png
4fdf6d796dc42adb16eccfde33a8ddd521742d45efd0defb0935340f37a85c22,청소기,다이슨 청소기,다이슨 V6 앱솔루트 무선 청소기 중랑,거래완료,"40,000원",월계1동,2026-05-06,6,3,148,42.9℃,su,생활가전,,"본체, 연장관, 충전기, 거치대, 헤파필터 포함입니다.
사진에서 보시는 것처럼 구성품 모두 잘 갖춰져 있어요.
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요.
연식은 되었지만 로봇청소기와 함께사용해서 외관도 깨끗하고요. 최근에 모터도 교체해서 성능좋습니다.
다이슨선물을 받아서 내놓게 되었는데요.
선물받은 다이슨보다 모터교체한 v6가 흡입력은 더 좋습니다!!!",,노원구/images/4fdf6d796dc42adb16eccfde33a8ddd521742d45efd0defb0935340f37a85c22.png
5e6d9463ee45f92c5bc4b45685c49155ab1039ef50ff33cb9f8dd9dd4f4f54d5,청소기,다이슨 청소기,다이슨 V8 저렴하게 가져가세요 도봉,거래완료,"10,000원",월계1동,2026-05-06,7,4,827,44.8℃,엄도르프,생활가전,,"사진에 보이는 거치대 포함 전부 드립니다.
부모님 댁에서 쓰던건데 청소기 새로 구매해서 판매합니다.
즉시 사갈 분께 드릴게요.
작동하는데 문제 없습니다.
한양7차아파트 703동에서 거래 희망합니다.",,노원구/images/5e6d9463ee45f92c5bc4b45685c49155ab1039ef50ff33cb9f8dd9dd4f4f54d5.png
b94d9137f0dc2a4c2cb892122dc54cf09bd811b2fc57fbe7ad4f487ecbd79520,청소기,다이슨 청소기,다이슨 DC46 Allergy Parquet 청소기,거래완료,"30,000원",월계1동,2026-05-06,2,4,112,54.1℃,오찌모찌,생활가전,,"다이슨 DC46 Allergy Parquet 유선 청소기입니다
강력한 흡입력으로 먼지 하나 놓치지 않아요
구성품은 사진과 동일하며, 집안 구석구석 깨끗하게 청소할 수 있습니다
바닥 먼지 제거에 탁월한 성능을 자랑해요",,노원구/images/b94d9137f0dc2a4c2cb892122dc54cf09bd811b2fc57fbe7ad4f487ecbd79520.png
180ae5118e01e1577a57f31574aa22aeeddfd1c9e0bbe5c6cbf2c276213498f6,청소기,다이슨 청소기,다이슨 무선 청소기 핑크 V6,거래완료,"30,000원",월계1동,2026-05-06,4,4,276,45.4℃,율율,생활가전,,"다이슨 무선 청소기 핑크 색상이에요
사진에 보이는 구성품 그대로 드려요
깔끔한 디자인으로 인테리어 효과도 있어요
집안 구석구석 먼지 없이 깨끗하게 청소하고 싶으신 분들께 추천드려요

배터리 교체후 사용하셔야 해서 싸게 팔아요

정상작동 합니다.",,노원구/images/180ae5118e01e1577a57f31574aa22aeeddfd1c9e0bbe5c6cbf2c276213498f6.png
c0f2fbb83768bd922d57ce130ae28918f8d58d0ebff66741a14caa71d891cdcf,청소기,다이슨 청소기,다이슨 V8 플러피 무선청소기,거래완료,"50,000원",월계1동,2026-05-06,3,2,223,48.8℃,냥냥찌냐,생활가전,,"다이슨 V8 플러피 무선청소기 판매해요
사진에 보이는 구성품 그대로 드려요
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
자취하시는 분이나 신혼부부에게 선물하기 좋은 청소기랍니다

* 큰헤드 하나는 교체한거라서 다이슨 정품이 아님!
*보다싶이 기스 있음",,노원구/images/c0f2fbb83768bd922d57ce130ae28918f8d58d0ebff66741a14caa71d891cdcf.png
109fee3dd60d5807cbab40341e7f66ad7830b16582d9fc0d7e9000bf85d045e7,청소기,다이슨 청소기,다이슨 V11 플러피 플러스 퍼플 무선청소기+거치대,거래완료,"145,000원",중계동,2026-05-06,4,4,266,99℃,황치즈,생활가전,,"다이슨 V11 플러피플러스 무선청소기 퍼플

사진에서 보이는 구성품이고
작동잘됩니다!
박스있고 거치대까지 같이드려요!
(툴은 사진처럼 3가지있어요)

다이슨 써보셨던분이거나 잘 아시는분이셨음
해요!",,노원구/images/109fee3dd60d5807cbab40341e7f66ad7830b16582d9fc0d7e9000bf85d045e7.png
39bc025394add60ff85cd16130c6dd9385c5f39afbbbdac047d17bc396e1f5fc,청소기,다이슨 청소기,다이슨 DC26 유선 진공청소기,거래완료,"20,000원",월계1동,2026-05-06,4,1,189,36.9℃,진주,생활가전,집.근처에서,"다이슨 DC26 모델의 유선 진공청소기예요
강력한 흡입력으로 집안 곳곳 먼지를 깔끔하게 제거해줘요
사진에서 보이는 구성품 그대로 보내드려요
청소기 사용하시는 분들에게 정말 좋은 선택이 될 거예요",,노원구/images/39bc025394add60ff85cd16130c6dd9385c5f39afbbbdac047d17bc396e1f5fc.png
7d133d7cfb931288765ad52e21b4b2ce03dafb8f2d47a3c995a55e8df02ee25d,청소기,다이슨 청소기,다이슨 빅볼 터빈헤드 유선 청소기 도봉,거래완료,"35,000원",월계1동,2026-05-06,1,0,57,52.1℃,마당발샾,생활가전,,"다이슨 빅볼 터빈헤드 유선 청소기입니다
다양한 구성품 포함되어 있어 활용도가 높아요
사진에서 보시는 것처럼 다양한 브러쉬와 노즐이 함께 있어요
집안 구석구석 깨끗하게 청소할 수 있는 강력한 흡입력을 자랑해요
사용감 있습니다
무게감 있습니다",,노원구/images/7d133d7cfb931288765ad52e21b4b2ce03dafb8f2d47a3c995a55e8df02ee25d.png
da03a13e340598831b12a661c08f905d0dcab5222b438c680ddc8b3318b8c247,청소기,다이슨 청소기,다이슨 V8 앱솔루트 무선청소기,거래완료,"40,000원",상계동,2026-05-06,1,1,257,41.8℃,매너용,생활가전,,"다이슨 V8 앱솔루트 무선청소기 판매해요
사진에 보이는 구성품 그대로 드려요
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
자주 사용하지 않아 깨끗하게 사용하실 분께 추천드려요

* 배터리가 약해서 판매합니다 
배터리 수리 또는 구매해서 사용하실분만
연락 부탁드립니다 ",,노원구/images/da03a13e340598831b12a661c08f905d0dcab5222b438c680ddc8b3318b8c247.png
5f52f8ef6e2f79f045bfc419081752c59980a3a7192b6838087117fbc49a43cb,청소기,다이슨 청소기,다이슨 V7 핑크 봉,거래중,"30,000원",월계동,2025-11-07,0,2,332,37.7℃,꼬부,생활가전,동신아파트7동,"다이슨 V7 무선청소기 핑크색 봉입니다
가볍고 강력한 흡입력을 자랑하며, 다양한 헤드와 호환됩니다
기존에 사용하던 제품이라 사용감은 있지만, 기능에는 전혀 문제 없습니다",,노원구/images/5f52f8ef6e2f79f045bfc419081752c59980a3a7192b6838087117fbc49a43cb.png
fa32138d93434d1522ad6d71614cbf2755adfe19a001787c65db4dffd68b2645,청소기,다이슨 청소기,다이슨 무선청소기 중랑,나눔완료,무료나눔,월계1동,2026-05-06,4,0,478,39.1℃,긴빠이,생활가전,"동선 1,2차 아파트 6동앞","다이슨 무선청소기입니다
밧데리 사설에서 교체후 사용 가능 하십니다.
(지금은 불만 들어오고 작동 안해요)
구성품 및 거치대 일괄 나눔 합니다.",,노원구/images/fa32138d93434d1522ad6d71614cbf2755adfe19a001787c65db4dffd68b2645.png
096daf0d9ae647d025eef8a6db07c180f96ff706e7c4a4e45c3cb3abf97c6f93,청소기,다이슨 청소기,다이슨 V10 앱솔루트 플러스 무선청소기 풀세트 도봉,거래완료,"190,000원",월계1동,2026-04-06,2,12,530,38.5℃,맥클레인,생활가전,쌍문동 직거래 원합니다. 직접 보시고 후회없는 구매 결정하셨으면 합니다.,"다이슨 V10 앱솔루트 플러스 무선청소기 풀세트입니다

- 다양한 툴을 제공하여 집안 곳곳을 청소하기 용이합니다
- 강력한 흡입력으로 미세먼지까지 깔끔하게 제거해줍니다
- 가볍고 균형 잡힌 디자인으로 편리하게 사용할 수 있습니다
- 박스에 보관되어 있습니다

메인 헤드만 주로 사용했습니다.
나머지 툴은 사용감 없습니다.
본체는 사진에 보시듯 깨끗이 청소했습니다. 
거치대 미사용 상태입니다.
자주 사용하지 않아서 배터리 상태 최상입니다.
제품 성능도 좋습니다! 

박스는 빈 박스 채로 창고에 보관하다가 물에 젖어 우글어졌습니다. 본 제품과는 전혀 상관 없으니 참고 바랍니다.

쌍문동 직거래 원합니다. 직접 보시고 후회없는 구매 결정하셨으면 합니다.",,노원구/images/096daf0d9ae647d025eef8a6db07c180f96ff706e7c4a4e45c3cb3abf97c6f93.png
b31f5921d49728a8de7a90ad5e88454eac2127b9df122edbc72893b683a40712,청소기,다이슨 청소기,다이슨 청소기 거치대 팝니다.,거래완료,"10,000원",하계동,2026-04-06,1,1,145,48.9℃,여망,가구/인테리어,골마을근린공원,"2번째 사진의 나사로 고정해서 벽에 구멍을 뚫지 않더라도 다이슨 청소기를 거치할 수 있습니다.

계좌 이체 선호합니다. 현금 준비 안하셔도 되요.",,노원구/images/b31f5921d49728a8de7a90ad5e88454eac2127b9df122edbc72893b683a40712.png
62e3b2ef787428dcacabedfab55338d59a07ad56f228fa51c18356fa5db2011b,청소기,다이슨 청소기,"다이슨 DC62 무선청소기 (호환기종 V6외,내용확인)",거래완료,"15,000원",상계1동,2026-05-06,1,0,86,99℃,isc,생활가전,,"다이슨 DC62 무선청소기입니다. V6와 호환가능
충전기, 충전거치대, 밧데리.
(다른 호환기종사진확인해보세요)  팔아요.
몸통 ( 작동되나 부품용으로만 고정핀파손됨)과    구성품  2개는 원하시면 서비스로 드릴께요.


사진에서 보이는 그대로입니다.",,노원구/images/62e3b2ef787428dcacabedfab55338d59a07ad56f228fa51c18356fa5db2011b.png
3e83c6252cea1dd8e269d3c7780e72ccf0046ce181358a4464d6d32170af04e4,청소기,다이슨 청소기,"다이슨 V8 무선청소기, 거치대 판매 도봉",거래완료,"5,000원",월계1동,2026-04-06,9,1,188,55.7℃,매니,생활가전,,"다이슨 V8 무선청소기가 갑자기 충전이 안돼서 내놓아요. 뭐가 고장난건지는 모르겠어요. 
손잡이 플라스틱 부분이 부서졌는데 사용하는데는 문제없었어요.

거치대까지 처리하고 싶어서요.
거치대는 오천원,청소기는 나눔입니다.
같이 가져가시는 분 바로 드려요~",,노원구/images/3e83c6252cea1dd8e269d3c7780e72ccf0046ce181358a4464d6d32170af04e4.png
f68b96e0c3ad73680db2d0e5a38ed070f96d9b6b4bf7ea7bfa3e02a6b4844b0b,청소기,다이슨 청소기,다이슨 사이클론 V10 앱솔루트 무선청소기,거래완료,"150,000원",월계1동,2026-04-06,2,4,165,76℃,당근빠따,생활가전,직거래합니다.,"다이슨 V10 무선청소기판매해요
사진에 보이는 구성품 모두 포함되어 있어요
다양한 브러쉬와 툴이 있어서 집안 곳곳 깨끗하게 청소할 수 있어요
강력한 흡입력으로 먼지 걱정 없이 사용해보세요.
사용감많지않지만 중고라서 새것처럼깨끗하지는않아요.
예민하신분은피해주세요.
배터리상태좋고 깨끗히세척해두었습니다.
직거래합니다.
네고불가입니다.",,노원구/images/f68b96e0c3ad73680db2d0e5a38ed070f96d9b6b4bf7ea7bfa3e02a6b4844b0b.png
e6912e15c1771e6354a2a2552c68cb58fb7af53881173b1cf430035885db9e84,청소기,다이슨 청소기,다이슨 DC46 카본 파이버 유선 청소기 도봉,나눔완료,무료나눔,월계1동,2026-04-06,4,0,144,42.4℃,강남스타일,생활가전,,"다이슨 DC46 카본 파이버 유선 청소기예요
강력한 흡입력으로 먼지 하나 없이 깨끗하게 청소할 수 있어요
사진에 보이는 구성품 그대로 보내드려요
바닥 먼지 제거에 탁월한 성능을 자랑하는 청소기랍니다",,노원구/images/e6912e15c1771e6354a2a2552c68cb58fb7af53881173b1cf430035885db9e84.png
9588c29815d3340017310b2746e8adb0632834dc061d74ee89c3ee8ea95af4e7,청소기,다이슨 청소기,다이슨 V10 무선청소기 부품용 도봉,거래완료,"20,000원",월계1동,2026-04-06,2,0,145,49.6℃,쏘나기,생활가전,,"다이슨 V10 무선청소기 부품용 입니다.
작동은 정상입니다만
본체 상단 깨짐, 배터리 고정안됨.
호환봉, 충전기 없음
먼지통과 헤드 세척해놨습니다.
부품용으로 쓰세용.

중고특성상 반품 환불 안됩니다.",,노원구/images/9588c29815d3340017310b2746e8adb0632834dc061d74ee89c3ee8ea95af4e7.png
d674ced1ed45d63e256fd50768361a9a55aec36df5849ba25e224ecc9642c0e4,청소기,다이슨 청소기,다이슨 V8 앱솔루트 무선청소기2개,거래완료,"139,000원",월계1동,2026-04-06,2,8,318,46.1℃,모비아찌,생활가전,,"다이슨 V8 앱솔루트 무선청소기2개모두 가격입니다 
모두분해해서 물세척해놓은 상태입니다

본체 2개와 다양한 구성품 포함되어 있어요
충전기, 거치대, 헤파필터, 연장관, 브러쉬 등 사진에 보이는 모든 부품이 포함되어 있습니다
호환배터리는 1개는 올해 2월구매
1개는 작년12월 구매  40분이상 사용
가능합니다  나머지3개는 중 한개는
10분사용하며  본체 한개는 금가전에 본드칠를좀했습니다
저는 손청소기용도로 쓰는데 불편함은  없었습니다 
보기싫으신분은 먼지통 뚜껑만 교체 하시면 됩니다
비싸지않습니다.
 
신중하게 보시고 챗주세요 
교환 환불 X



사진에 보이는 그대로 구성입니다",,노원구/images/d674ced1ed45d63e256fd50768361a9a55aec36df5849ba25e224ecc9642c0e4.png
f61cede8b214c91a21527af1daf5888c5c02ad8867aeec2d6f9df9b06da34960,청소기,다이슨 청소기,다이슨 무선 청소기 헤드? 나눔,나눔완료,무료나눔,월계1동,2026-04-06,5,0,231,40.4℃,나나블,생활가전,삼각산아이원,"사용감 있음 
저것만 나눔(본체x)
문고리 나눔",,노원구/images/f61cede8b214c91a21527af1daf5888c5c02ad8867aeec2d6f9df9b06da34960.png
f6cc634270dda3e152b79c3409a5978ac3d8dc6b117eb6cd2a568785a9ef1990,청소기,다이슨 청소기,다이슨 싸이클론 V8 스틱 무선청소기. (새제품 컨디션 2월8일 구입),거래완료,"12,345원",중계4동,2026-04-06,3,6,306,44.6℃,당근매니아,생활가전,,"다이슨 싸이클론 V8 스틱형 무선청소기입니다
-2월8일 구입해서 5번정도 사용함
- 399,000원에 구매했어요
- 싸이클론 기술로 강력한 흡입력을 자랑합니다
- 스틱형이라 사용이 편리하고 보관도 용이합니다
- 거치대 제외입니다",,노원구/images/f6cc634270dda3e152b79c3409a5978ac3d8dc6b117eb6cd2a568785a9ef1990.png
e7b3092352172d53ef97fbff423509f7577b1fa8f645060c70bc86742999466d,청소기,다이슨 청소기,다이슨 V11 무선청소기 + 거치대,나눔완료,무료나눔,월계1동,2026-04-06,12,1,248,48.8℃,따구아빠,생활가전,대한병원앞,,,노원구/images/e7b3092352172d53ef97fbff423509f7577b1fa8f645060c70bc86742999466d.png
9977fc8c9e4b0de4d84cc22a486736fc810db8ccbf1163b6e1e7d667f4be4070,청소기,다이슨 청소기,다이슨 DC 유선 청소기 도봉,거래완료,"40,000원",월계1동,2026-04-06,1,1,87,37℃,옥이사랑,생활가전,,"다이슨 DC 36 유선 청소기입니다

기능에는 문제 없습니다
",,노원구/images/9977fc8c9e4b0de4d84cc22a486736fc810db8ccbf1163b6e1e7d667f4be4070.png
c3d2dc56918fc48f9e461903f4bc8eb40a91b95dc56efb7659c16938403d15ca,청소기,다이슨 청소기,다이슨 청소기 거치대,거래완료,"15,000원",월계1동,2026-04-06,1,0,67,43.3℃,Raphael,생활가전,장위 어르신행복지원센터 직거래합니다.,"다이슨 청소기 슬림형 거치대, 헤드
(청소기는 없습니다)

ㅇV6 V7 V8 V10 V11 모델과 호환 가능

장위 어르신행복지원센터 직거래합니다.",,노원구/images/c3d2dc56918fc48f9e461903f4bc8eb40a91b95dc56efb7659c16938403d15ca.png
c96678504597fc9c7058d48392f48f5619b57d4d84a31d07026183cf1ff5cdf0,청소기,다이슨 청소기,다이슨 V10 카본 파이버 무선청소기 중랑,거래완료,"70,000원",월계1동,2026-04-06,6,2,128,49.9℃,쿠돈짱,생활가전,,"다이슨 V10 카본 파이버 무선청소기 풀세트입니다
사용감은 있지만 잘 작동됩니다

- 배터리는 작년말에 한번 교체했습니다(원하시면 기존 배터리도 드립니다)
- 거치대도 함께 드립니다(정품아님)",,노원구/images/c96678504597fc9c7058d48392f48f5619b57d4d84a31d07026183cf1ff5cdf0.png
ff72ee866696343714ccf83f3518c7ced117f926460d7c2979c35b9eb16dd225,청소기,다이슨 청소기,"기펠 Z10 무선 진공 청소기(충전기 무, 브러시는 다이슨) 도봉",거래완료,"19,000원",월계1동,2026-03-07,4,3,641,99℃,정인님,생활가전,,"기펠 Z10 무선 진공 청소기입니다

- 2021년 6월 제조
- 200W
- 롤러브러시 는 다이슨 것 이나 잘 돌아감.
- 배터리 상태 양호.
-충전기 혼환제품 있습니다.
흡입력이 좋아서 청소가 잘 됩니다
기타 사진 참고하세요 ",,노원구/images/ff72ee866696343714ccf83f3518c7ced117f926460d7c2979c35b9eb16dd225.png
872ad56157289ebcad9dac8c2c4cbd63ab74ff0746770621a2ad492f0034a459,청소기,다이슨 청소기,다이슨 청소기 나눔(배터리 교체 완료),나눔완료,무료나눔,월계동,2026-03-07,10,3,399,40.7℃,이불속당근,생활가전,,,,노원구/images/872ad56157289ebcad9dac8c2c4cbd63ab74ff0746770621a2ad492f0034a459.png
882f4f06ac2f59de0073cdd7df4c5e4c6ab6b81bbf7c62a961bd822f71cdfa51,청소기,다이슨 청소기,다이슨 청소기 v10 싸이클론,거래완료,"320,000원",월계1동,2025-09-03,16,17,1174,43.6℃,몽뭉2,생활가전,직거래만 가능,"다이슨 가전제품입니다

박스ㅡ포함 
새제품
직거래만 가능
직접 픽업으로 오셔야함
급해서 금액 낮춰서 추가 에누리 업어요

 생산날짜 확인 못함
구성품 네이버 검색",,노원구/images/882f4f06ac2f59de0073cdd7df4c5e4c6ab6b81bbf7c62a961bd822f71cdfa51.png
4002240a38353e651543c3186a85aa3ca5375b031ba2be30c655c12760c6c4b2,청소기,다이슨 청소기,[물걸레 청소기] 다이슨 듀얼 스핀 물걸레 헤드 (V7~V15호환) - 박스풀셋,거래완료,"28,000원",공릉동,2026-03-07,2,3,171,61.3℃,워렌1310,생활가전,직거래 장소는 공릉2동 어린이집 맞은편 태릉해링턴플레이스 에듀포레 정문입니다.,"다이슨 진공 청소기를 물걸레 청소기로 바꿔주는 듀얼 스핀 물걸레 헤드입니다.

- V7, V8, V10, V11, V15 모델과 호환됩니다.
- 저는 다이슨 V15 모델에 사용했습니다.
- 연결하면 즉시 작동하며 물분사, 물걸레 회전과 흡입 청소까지 동시에 진행됩니다. 
- LED 전면 라이트가 있어 어두운 곳도 깨끗하게 청소할 수 있습니다
- 180ml 물탱크와 온디맨드 스프레이 기능으로 편리하게 물을 스프레이 형태로 분사해줍니다.
- 듀얼 회전 패드로 바닥을 깨끗하게 닦아줍니다.
- 회전 패드 여분은 총 6개라서 여유있게 사용할수 있습니다.

1월에 구매하여 사용횟수는 5회 미만이며, 청소기를 아예 교체하려고 해서 내놓습니다. 구매가격은 지마켓에서 5만원 정도입니다. 
요청주시면 실제 작동 영상도 보내드립니다.

직거래 장소는 공릉2동 어린이집 맞은편 태릉해링턴플레이스 에듀포레 정문입니다.",,노원구/images/4002240a38353e651543c3186a85aa3ca5375b031ba2be30c655c12760c6c4b2.png
